Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Reason
611,aa623,Lavender,Sell,New  ,300,965,
613,aa625,Lotus,Buy ,pfill,100,305,
598,aa610,Lotus,Sell,fill ,100,305,
615,aa627,Rose,Buy ,fill ,100,122,
596,aa608,Rose,Sell,pfill,100,122,
615,aa627,Rose,Buy ,fill ,100,401,
610,aa622,Rose,Sell,pfill,100,401,
616,aa628,Orchid,Buy ,fill ,100,436,
600,aa612,Orchid,Sell,pfill,100,436,
616,aa628,Orchid,Buy ,fill ,100,736,
614,aa626,Orchid,Sell,pfill,100,736,
618,aa630,Lotus,Buy ,fill ,100,438,
573,aa585,Lotus,Sell,fill ,100,438,
620,aa632,Orchid,Buy ,pfill,100,436,
600,aa612,Orchid,Sell,fill ,100,436,
621,aa633,Rose,Sell,pfill,100,755,
615,aa627,Rose,Buy ,fill ,100,755,
622,aa634,Rose,Buy ,fill ,100,122,
596,aa608,Rose,Sell,fill ,100,122,
622,aa634,Rose,Buy ,fill ,100,401,
610,aa622,Rose,Sell,fill ,100,401,
622,aa634,Rose,Buy ,fill ,100,401,
610,,,Sell,fill ,100,401,
623,aa635,Lotus,Sell,pfill,100,438,
618,aa630,Lotus,Buy ,fill ,100,438,
623,aa635,Lotus,Sell,fill ,100,62,
350,aa362,Lotus,Buy ,fill ,100,62,
623,aa635,Lotus,Sell,fill ,100,35,
458,aa470,Lotus,Buy ,pfill,100,35,
623,aa635,Lotus,Sell,fill ,100,30,
619,aa631,Lotus,Buy ,pfill,100,30,
625,aa637,Orchid,Sell,fill ,100,755,
616,aa628,Orchid,Buy ,fill ,100,755,
626,aa638,Tulip,Sell,fill ,200,816,
617,aa629,Tulip,Buy ,fill ,200,816,
627,aa639,Lavender,Sell,New  ,300,75,
628,aa640,Rose,Buy ,New  ,300,663,
631,aa643,Lotus,Buy ,fill ,100,14,
623,aa635,Lotus,Sell,fill ,100,14,
633,aa645,Lavender,Sell,New  ,200,82,
634,aa646,Tulip,Buy ,fill ,200,773,
626,aa638,Tulip,Sell,fill ,200,773,
635,aa647,Lavender,Sell,New  ,200,886,
636,aa648,Orchid,Sell,pfill,100,585,
620,aa632,Orchid,Buy ,fill ,100,585,
637,aa649,Tulip,Sell,fill ,200,971,
634,aa646,Tulip,Buy ,fill ,200,971,
637,aa649,Tulip,Sell,fill ,200,154,
624,aa636,Tulip,Buy ,pfill,200,154,
639,aa651,Rose,Buy ,New  ,300,237,
640,aa652,Lavender,Sell,New  ,300,452,
642,aa654,Lavender,Buy ,fill ,100,69,
609,aa621,Lavender,Sell,pfill,100,69,
642,aa654,Lavender,Buy ,fill ,100,75,
627,aa639,Lavender,Sell,pfill,100,75,
642,aa654,Lavender,Buy ,fill ,100,82,
633,aa645,Lavender,Sell,pfill,100,82,
642,aa654,Lavender,Buy ,fill ,100,452,
640,aa652,Lavender,Sell,pfill,100,452,
642,aa654,Lavender,Buy ,fill ,100,805,
528,aa540,Lavender,Sell,fill ,100,805,
642,aa654,Lavender,Buy ,fill ,100,886,
635,aa647,Lavender,Sell,pfill,100,886,
643,aa655,Lavender,Sell,pfill,100,920,
642,aa654,Lavender,Buy ,fill ,100,920,
644,aa656,Lavender,Buy ,fill ,200,75,
627,aa639,Lavender,Sell,fill ,200,75,
644,aa656,Lavender,Buy ,pfill,100,197,
643,aa655,Lavender,Sell,fill ,100,197,
646,aa658,Rose,Buy ,New  ,100,256,
647,aa659,Lotus,Buy ,fill ,100,806,
630,aa642,Lotus,Sell,pfill,100,806,
649,aa661,Orchid,Sell,fill ,100,394,
648,aa660,Orchid,Buy ,pfill,100,394,
651,aa663,Tulip,Sell,fill ,300,431,
595,aa607,Tulip,Buy ,fill ,300,431,
652,aa664,Lotus,Buy ,pfill,100,806,
630,aa642,Lotus,Sell,fill ,100,806,
654,aa666,Tulip,Buy ,fill ,300,217,
651,aa663,Tulip,Sell,fill ,300,217,
655,aa667,Rose,Sell,fill ,100,879,
622,aa634,Rose,Buy ,fill ,100,879,
655,aa667,Rose,Sell,fill ,100,256,
646,aa658,Rose,Buy ,fill ,100,256,
657,aa669,Rose,Buy ,fill ,100,125,
655,aa667,Rose,Sell,fill ,100,125,
657,aa669,Rose,Buy ,fill ,100,479,
656,aa668,Rose,Sell,pfill,100,479,
659,aa671,Tulip,Sell,fill ,200,706,
654,aa666,Tulip,Buy ,pfill,200,706,
659,aa671,Tulip,Sell,fill ,200,704,
658,aa670,Tulip,Buy ,pfill,200,704,
661,aa673,Lavender,Buy ,fill ,100,197,
643,aa655,Lavender,Sell,fill ,100,197,
663,aa675,Lotus,Buy ,New  ,200,97,
664,aa676,Tulip,Sell,pfill,100,706,
654,aa666,Tulip,Buy ,fill ,100,706,
667,aa679,Tulip,Buy ,pfill,100,219,
664,aa676,Tulip,Sell,fill ,100,219,
671,aa683,Lavender,Buy ,fill ,100,452,
640,aa652,Lavender,Sell,pfill,100,452,
672,aa684,Tulip,Sell,fill ,100,704,
658,aa670,Tulip,Buy ,fill ,100,704,
674,aa686,Tulip,Sell,pfill,200,240,
667,aa679,Tulip,Buy ,fill ,200,240,
678,aa690,Tulip,Buy ,pfill,100,41,
674,aa686,Tulip,Sell,fill ,100,41,
679,aa691,Orchid,Sell,fill ,200,394,
648,aa660,Orchid,Buy ,fill ,200,394,
679,aa691,Orchid,Sell,fill ,200,220,
608,aa620,Orchid,Buy ,pfill,200,220,
679,aa691,Orchid,Sell,fill ,200,218,
604,aa616,Orchid,Buy ,pfill,200,218,
679,aa691,Orchid,Sell,pfill,100,98,
532,aa544,Orchid,Buy ,fill ,100,98,
679,aa691,Orchid,Sell,fill ,100,78,
653,,,Buy ,fill ,100,78,
679,aa691,Orchid,Sell,fill ,100,78,
653,,,Buy ,fill ,100,78,
680,aa692,Lavender,Buy ,fill ,100,452,
640,aa652,Lavender,Sell,fill ,100,452,
680,aa692,Lavender,Buy ,fill ,100,774,
673,aa685,Lavender,Sell,pfill,100,774,
680,aa692,Lavender,Buy ,fill ,100,805,
528,aa540,Lavender,Sell,fill ,100,805,
681,aa693,Rose,Sell,pfill,100,866,
657,aa669,Rose,Buy ,fill ,100,866,
682,aa694,Lavender,Buy ,pfill,100,774,
673,aa685,Lavender,Sell,fill ,100,774,
684,aa696,Orchid,Buy ,pfill,100,78,
679,aa691,Orchid,Sell,fill ,100,78,
685,aa697,Lotus,Sell,fill ,100,945,
652,aa664,Lotus,Buy ,fill ,100,945,
687,aa699,Lavender,Sell,pfill,100,850,
682,aa694,Lavender,Buy ,fill ,100,850,
689,aa701,Lotus,Sell,pfill,100,929,
647,aa659,Lotus,Buy ,fill ,100,929,
689,aa701,Lotus,Sell,fill ,100,385,
645,aa657,Lotus,Buy ,fill ,100,385,
689,aa701,Lotus,Sell,fill ,100,97,
663,aa675,Lotus,Buy ,pfill,100,97,
690,aa702,Lotus,Buy ,pfill,100,65,
689,aa701,Lotus,Sell,fill ,100,65,
695,aa707,Lavender,Buy ,fill ,200,459,
687,aa699,Lavender,Sell,fill ,200,459,
699,aa711,Lotus,Sell,fill ,100,470,
694,aa706,Lotus,Buy ,pfill,100,470,
700,aa712,Tulip,Sell,pfill,100,426,
678,aa690,Tulip,Buy ,fill ,100,426,
702,aa714,Lotus,Buy ,fill ,100,410,
699,aa711,Lotus,Sell,fill ,100,410,
702,aa714,Lotus,Buy ,fill ,100,917,
692,aa704,Lotus,Sell,pfill,100,917,
702,aa714,Lotus,Buy ,fill ,100,917,
692,,,Sell,pfill,100,917,
708,aa720,Tulip,Buy ,pfill,100,158,
705,aa717,Tulip,Sell,fill ,100,158,
708,aa720,Tulip,Buy ,fill ,100,584,
696,aa708,Tulip,Sell,pfill,100,584,
709,aa721,Lavender,Buy ,pfill,100,619,
697,aa709,Lavender,Sell,fill ,100,619,
709,aa721,Lavender,Buy ,pfill,100,805,
528,aa540,Lavender,Sell,fill ,100,805,
711,aa723,Lavender,Buy ,pfill,100,805,
528,aa540,Lavender,Sell,fill ,100,805,
711,aa723,Lavender,Buy ,pfill,100,886,
635,aa647,Lavender,Sell,fill ,100,886,
712,aa724,Lavender,Sell,pfill,100,890,
711,aa723,Lavender,Buy ,fill ,100,890,
712,aa724,Lavender,Sell,fill ,200,607,
695,aa707,Lavender,Buy ,fill ,200,607,
712,aa724,Lavender,Sell,pfill,100,265,
665,aa677,Lavender,Buy ,fill ,100,265,
712,aa724,Lavender,Sell,fill ,100,90,
701,aa713,Lavender,Buy ,fill ,100,90,
712,aa724,Lavender,Sell,fill ,100,90,
701,,,Buy ,fill ,100,90,
712,aa724,Lavender,Sell,fill ,100,90,
701,,,Buy ,fill ,100,90,
712,aa724,Lavender,Sell,fill ,100,90,
701,,,Buy ,fill ,100,90,
714,aa726,Lavender,Sell,New  ,100,27,
717,aa729,Lotus,Sell,pfill,100,958,
702,aa714,Lotus,Buy ,fill ,100,958,
722,aa734,Tulip,Sell,pfill,100,612,
708,aa720,Tulip,Buy ,fill ,100,612,
723,aa735,Orchid,Sell,pfill,100,579,
684,aa696,Orchid,Buy ,fill ,100,579,
724,aa736,Rose,Buy ,fill ,300,214,
688,aa700,Rose,Sell,fill ,300,214,
725,aa737,Lotus,Sell,fill ,200,741,
713,aa725,Lotus,Buy ,fill ,200,741,
728,aa740,Lotus,Buy ,pfill,200,186,
725,aa737,Lotus,Sell,fill ,200,186,
729,aa741,Lavender,Sell,New  ,100,152,
730,aa742,Tulip,Buy ,pfill,100,244,
700,aa712,Tulip,Sell,fill ,100,244,
730,aa742,Tulip,Buy ,fill ,100,584,
696,aa708,Tulip,Sell,fill ,100,584,
730,aa742,Tulip,Buy ,fill ,100,781,
668,aa680,Tulip,Sell,pfill,100,781,
736,aa748,Rose,Sell,fill ,200,457,
724,aa736,Rose,Buy ,pfill,200,457,
738,aa750,Orchid,Buy ,fill ,200,149,
723,aa735,Orchid,Sell,fill ,200,149,
739,aa751,Lavender,Buy ,pfill,100,6,
712,aa724,Lavender,Sell,fill ,100,6,
739,aa751,Lavender,Buy ,pfill,100,152,
729,aa741,Lavender,Sell,fill ,100,152,
739,aa751,Lavender,Buy ,fill ,100,152,
729,,,Sell,fill ,100,152,
740,aa752,Rose,Buy ,fill ,200,371,
736,aa748,Rose,Sell,fill ,200,371,
740,aa752,Rose,Buy ,fill ,200,644,
683,aa695,Rose,Sell,pfill,200,644,
740,aa752,Rose,Buy ,pfill,100,670,
681,aa693,Rose,Sell,fill ,100,670,
741,aa753,Tulip,Sell,pfill,100,828,
730,aa742,Tulip,Buy ,fill ,100,828,
741,aa753,Tulip,Sell,fill ,200,440,
732,aa744,Tulip,Buy ,fill ,200,440,
744,aa756,Lavender,Sell,pfill,100,176,
739,aa751,Lavender,Buy ,fill ,100,176,
745,aa757,Tulip,Sell,New  ,200,38,
746,aa758,Tulip,Sell,New  ,100,311,
748,aa760,Lotus,Sell,pfill,100,892,
728,aa740,Lotus,Buy ,fill ,100,892,
748,aa760,Lotus,Sell,fill ,100,520,
747,aa759,Lotus,Buy ,fill ,100,520,
748,aa760,Lotus,Sell,fill ,100,412,
721,aa733,Lotus,Buy ,pfill,100,412,
749,aa761,Lotus,Sell,pfill,100,520,
747,aa759,Lotus,Buy ,fill ,100,520,
749,aa761,Lotus,Sell,fill ,100,412,
721,aa733,Lotus,Buy ,fill ,100,412,
750,aa762,Lavender,Sell,New  ,300,793,
751,aa763,Orchid,Buy ,fill ,200,228,
734,aa746,Orchid,Sell,fill ,200,228,
753,aa765,Orchid,Sell,pfill,200,314,
751,aa763,Orchid,Buy ,fill ,200,314,
754,aa766,Orchid,Buy ,pfill,100,263,
753,aa765,Orchid,Sell,fill ,100,263,
757,aa769,Orchid,Sell,fill ,100,582,
754,aa766,Orchid,Buy ,fill ,100,582,
757,aa769,Orchid,Sell,fill ,100,74,
719,aa731,Orchid,Buy ,pfill,100,74,
757,aa769,Orchid,Sell,fill ,100,74,
719,,,Buy ,pfill,100,74,
758,aa770,Lotus,Sell,pfill,100,412,
721,aa733,Lotus,Buy ,fill ,100,412,
759,aa771,Tulip,Buy ,fill ,200,38,
745,aa757,Tulip,Sell,fill ,200,38,
759,aa771,Tulip,Buy ,pfill,100,311,
746,aa758,Tulip,Sell,fill ,100,311,
761,aa773,Rose,Buy ,pfill,100,644,
683,aa695,Rose,Sell,fill ,100,644,
761,aa773,Rose,Buy ,pfill,100,832,
752,aa764,Rose,Sell,fill ,100,832,
761,aa773,Rose,Buy ,fill ,100,959,
706,aa718,Rose,Sell,pfill,100,959,
763,aa775,Lotus,Buy ,pfill,100,270,
749,aa761,Lotus,Sell,fill ,100,270,
763,aa775,Lotus,Buy ,fill ,200,331,
758,aa770,Lotus,Sell,fill ,200,331,
764,aa776,Lavender,Sell,New  ,300,954,
766,aa778,Orchid,Buy ,pfill,100,13,
757,aa769,Orchid,Sell,fill ,100,13,
767,aa779,Rose,Sell,pfill,100,971,
761,aa773,Rose,Buy ,fill ,100,971,
767,aa779,Rose,Sell,fill ,200,292,
726,aa738,Rose,Buy ,pfill,200,292,
767,aa779,Rose,Sell,pfill,100,270,
733,aa745,Rose,Buy ,fill ,100,270,
767,aa779,Rose,Sell,fill ,100,144,
691,aa703,Rose,Buy ,pfill,100,144,
769,aa781,Lotus,Sell,pfill,200,946,
763,aa775,Lotus,Buy ,fill ,200,946,
771,aa783,Tulip,Buy ,pfill,100,311,
746,aa758,Tulip,Sell,fill ,100,311,
773,aa785,Tulip,Sell,fill ,100,733,
771,aa783,Tulip,Buy ,pfill,100,733,
773,aa785,Tulip,Sell,fill ,100,671,
759,aa771,Tulip,Buy ,fill ,100,671,
773,aa785,Tulip,Sell,fill ,100,260,
768,,,Buy ,fill ,100,260,
775,aa787,Tulip,Buy ,fill ,100,209,
773,aa785,Tulip,Sell,fill ,100,209,
776,aa788,Orchid,Buy ,fill ,100,161,
762,aa774,Orchid,Sell,pfill,100,161,
776,aa788,Orchid,Buy ,fill ,100,523,
760,aa772,Orchid,Sell,pfill,100,523,
778,aa790,Orchid,Sell,pfill,100,638,
776,aa788,Orchid,Buy ,fill ,100,638,
779,aa791,Lotus,Sell,fill ,100,399,
772,aa784,Lotus,Buy ,fill ,100,399,
780,aa792,Lavender,Buy ,fill ,100,83,
744,aa756,Lavender,Sell,pfill,100,83,
784,aa796,Lavender,Buy ,pfill,100,83,
744,aa756,Lavender,Sell,fill ,100,83,
787,aa799,Rose,Sell,pfill,100,292,
726,aa738,Rose,Buy ,fill ,100,292,
791,aa803,Orchid,Buy ,fill ,100,161,
762,aa774,Orchid,Sell,fill ,100,161,
791,aa803,Orchid,Buy ,fill ,100,385,
788,aa800,Orchid,Sell,pfill,100,385,
791,aa803,Orchid,Buy ,fill ,100,523,
760,aa772,Orchid,Sell,fill ,100,523,
795,aa807,Lotus,Buy ,pfill,100,227,
779,aa791,Lotus,Sell,fill ,100,227,
795,aa807,Lotus,Buy ,pfill,100,485,
769,aa781,Lotus,Sell,fill ,100,485,
795,aa807,Lotus,Buy ,fill ,100,784,
774,aa786,Lotus,Sell,fill ,100,784,
797,aa809,Orchid,Buy ,fill ,100,385,
788,aa800,Orchid,Sell,pfill,100,385,
797,aa809,Orchid,Buy ,fill ,100,523,
760,aa772,Orchid,Sell,fill ,100,523,
803,aa815,Orchid,Sell,fill ,100,663,
797,aa809,Orchid,Buy ,fill ,100,663,
804,aa816,Rose,Sell,fill ,100,270,
733,aa745,Rose,Buy ,fill ,100,270,
806,aa818,Lotus,Sell,pfill,100,847,
795,aa807,Lotus,Buy ,fill ,100,847,
807,aa819,Tulip,Buy ,fill ,200,558,
800,aa812,Tulip,Sell,fill ,200,558,
807,aa819,Tulip,Buy ,fill ,200,930,
765,aa777,Tulip,Sell,pfill,200,930,
807,aa819,Tulip,Buy ,fill ,200,931,
782,aa794,Tulip,Sell,pfill,200,931,
807,aa819,Tulip,Buy ,fill ,200,931,
782,,,Sell,pfill,200,931,
809,aa821,Tulip,Sell,fill ,100,943,
807,aa819,Tulip,Buy ,pfill,100,943,
810,aa822,Tulip,Sell,pfill,100,943,
807,aa819,Tulip,Buy ,fill ,100,943,
811,aa823,Tulip,Sell,New  ,300,596,
813,aa825,Lotus,Sell,fill ,200,366,
805,aa817,Lotus,Buy ,fill ,200,366,
814,aa826,Lavender,Buy ,fill ,200,793,
750,aa762,Lavender,Sell,pfill,200,793,
815,aa827,Lotus,Buy ,fill ,100,269,
813,aa825,Lotus,Sell,pfill,100,269,
816,aa828,Lavender,Sell,pfill,200,882,
814,aa826,Lavender,Buy ,fill ,200,882,
816,aa828,Lavender,Sell,fill ,100,692,
796,aa808,Lavender,Buy ,fill ,100,692,
819,aa831,Lavender,Buy ,pfill,100,605,
816,aa828,Lavender,Sell,fill ,100,605,
821,aa833,Rose,Sell,pfill,100,162,
742,aa754,Rose,Buy ,fill ,100,162,
821,aa833,Rose,Sell,fill ,100,144,
691,aa703,Rose,Buy ,fill ,100,144,
822,aa834,Rose,Buy ,pfill,100,61,
821,aa833,Rose,Sell,fill ,100,61,
822,aa834,Rose,Buy ,pfill,100,562,
794,aa806,Rose,Sell,fill ,100,562,
823,aa835,Lavender,Sell,fill ,200,773,
819,aa831,Lavender,Buy ,fill ,200,773,
823,aa835,Lavender,Sell,pfill,100,692,
796,aa808,Lavender,Buy ,fill ,100,692,
824,aa836,Rose,Sell,pfill,100,883,
822,aa834,Rose,Buy ,fill ,100,883,
827,aa839,Lotus,Sell,fill ,100,577,
815,aa827,Lotus,Buy ,fill ,100,577,
829,aa841,Tulip,Buy ,pfill,100,224,
809,aa821,Tulip,Sell,fill ,100,224,
829,aa841,Tulip,Buy ,fill ,200,596,
811,aa823,Tulip,Sell,pfill,200,596,
831,aa843,Tulip,Sell,pfill,200,735,
829,aa841,Tulip,Buy ,fill ,200,735,
833,aa845,Rose,Sell,pfill,100,144,
691,aa703,Rose,Buy ,fill ,100,144,
833,aa845,Rose,Sell,fill ,100,51,
514,aa526,Rose,Buy ,pfill,100,51,
833,aa845,Rose,Sell,fill ,100,45,
511,aa523,Rose,Buy ,fill ,100,45,
833,aa845,Rose,Sell,fill ,100,45,
511,,,Buy ,fill ,100,45,
836,aa848,Tulip,Buy ,fill ,100,55,
831,aa843,Tulip,Sell,fill ,100,55,
837,aa849,Rose,Buy ,fill ,100,23,
833,aa845,Rose,Sell,fill ,100,23,
839,aa851,Tulip,Buy ,fill ,200,230,
810,aa822,Tulip,Sell,fill ,200,230,
844,aa856,Rose,Sell,pfill,100,278,
837,aa849,Rose,Buy ,fill ,100,278,
845,aa857,Lotus,Buy ,fill ,200,525,
832,aa844,Lotus,Sell,pfill,200,525,
845,aa857,Lotus,Buy ,pfill,100,556,
827,aa839,Lotus,Sell,fill ,100,556,
851,aa863,Lavender,Sell,fill ,100,692,
796,aa808,Lavender,Buy ,fill ,100,692,
855,aa867,Orchid,Sell,fill ,200,449,
846,aa858,Orchid,Buy ,pfill,200,449,
855,aa867,Orchid,Sell,fill ,200,325,
854,aa866,Orchid,Buy ,fill ,200,325,
856,aa868,Orchid,Buy ,pfill,200,180,
855,aa867,Orchid,Sell,fill ,200,180,
857,aa869,Tulip,Sell,pfill,200,679,
839,aa851,Tulip,Buy ,fill ,200,679,
859,aa871,Rose,Buy ,pfill,200,137,
844,aa856,Rose,Sell,fill ,200,137,
861,aa873,Lavender,Buy ,pfill,100,456,
851,aa863,Lavender,Sell,fill ,100,456,
862,aa874,Tulip,Buy ,pfill,100,320,
857,aa869,Tulip,Sell,fill ,100,320,
862,aa874,Tulip,Buy ,fill ,100,681,
843,aa855,Tulip,Sell,pfill,100,681,
867,aa879,Lavender,Sell,fill ,100,833,
861,aa873,Lavender,Buy ,fill ,100,833,
868,aa880,Tulip,Buy ,pfill,100,596,
811,aa823,Tulip,Sell,fill ,100,596,
868,aa880,Tulip,Buy ,fill ,100,721,
853,aa865,Tulip,Sell,pfill,100,721,
874,aa886,Lavender,Buy ,fill ,100,538,
867,aa879,Lavender,Sell,fill ,100,538,
875,aa887,Tulip,Sell,fill ,100,819,
868,aa880,Tulip,Buy ,fill ,100,819,
880,aa892,Rose,Sell,pfill,100,558,
859,aa871,Rose,Buy ,fill ,100,558,
886,aa898,Tulip,Buy ,fill ,100,539,
876,aa888,Tulip,Sell,pfill,100,539,
886,aa898,Tulip,Buy ,fill ,100,605,
875,aa887,Tulip,Sell,fill ,100,605,
888,aa900,Lavender,Buy ,fill ,200,854,
848,aa860,Lavender,Sell,fill ,200,854,
889,aa901,Tulip,Sell,pfill,100,766,
886,aa898,Tulip,Buy ,fill ,100,766,
889,aa901,Tulip,Sell,fill ,100,137,
881,aa893,Tulip,Buy ,fill ,100,137,
889,aa901,Tulip,Sell,fill ,100,137,
881,,,Buy ,fill ,100,137,
892,aa904,Tulip,Buy ,pfill,100,33,
889,aa901,Tulip,Sell,fill ,100,33,
894,aa906,Orchid,Buy ,fill ,100,710,
817,aa829,Orchid,Sell,pfill,100,710,
894,aa906,Orchid,Buy ,fill ,100,861,
755,aa767,Orchid,Sell,pfill,100,861,
897,aa909,Lotus,Sell,fill ,100,654,
845,aa857,Lotus,Buy ,fill ,100,654,
897,aa909,Lotus,Sell,fill ,100,407,
885,aa897,Lotus,Buy ,pfill,100,407,
898,aa910,Rose,Buy ,fill ,200,324,
880,aa892,Rose,Sell,fill ,200,324,
901,aa913,Tulip,Sell,fill ,200,173,
892,aa904,Tulip,Buy ,fill ,200,173,
902,aa914,Tulip,Sell,New  ,100,438,
904,aa916,Lotus,Buy ,pfill,100,360,
897,aa909,Lotus,Sell,fill ,100,360,
904,aa916,Lotus,Buy ,fill ,100,758,
847,aa859,Lotus,Sell,pfill,100,758,
904,aa916,Lotus,Buy ,fill ,100,784,
774,aa786,Lotus,Sell,fill ,100,784,
906,aa918,Lotus,Sell,pfill,100,803,
904,aa916,Lotus,Buy ,fill ,100,803,
907,aa919,Rose,Buy ,fill ,100,531,
838,aa850,Rose,Sell,pfill,100,531,
907,aa919,Rose,Buy ,fill ,100,562,
794,aa806,Rose,Sell,fill ,100,562,
908,aa920,Rose,Buy ,pfill,100,562,
794,aa806,Rose,Sell,fill ,100,562,
909,aa921,Orchid,Sell,pfill,100,902,
894,aa906,Orchid,Buy ,fill ,100,902,
910,aa922,Orchid,Sell,fill ,100,194,
893,aa905,Orchid,Buy ,pfill,100,194,
910,aa922,Orchid,Sell,fill ,100,193,
856,aa868,Orchid,Buy ,fill ,100,193,
911,aa923,Tulip,Buy ,pfill,200,154,
901,aa913,Tulip,Sell,fill ,200,154,
911,aa923,Tulip,Buy ,fill ,100,572,
895,aa907,Tulip,Sell,fill ,100,572,
912,aa924,Lavender,Sell,pfill,200,981,
888,aa900,Lavender,Buy ,fill ,200,981,
913,aa925,Lotus,Buy ,pfill,100,460,
906,aa918,Lotus,Sell,fill ,100,460,
914,aa926,Orchid,Sell,fill ,100,193,
856,aa868,Orchid,Buy ,fill ,100,193,
915,aa927,Rose,Sell,pfill,100,773,
908,aa920,Rose,Buy ,fill ,100,773,
918,aa930,Lotus,Sell,pfill,100,636,
917,aa929,Lotus,Buy ,fill ,100,636,
919,aa931,Lotus,Sell,fill ,100,594,
905,aa917,Lotus,Buy ,pfill,100,594,
919,aa931,Lotus,Sell,fill ,100,498,
913,aa925,Lotus,Buy ,pfill,100,498,
919,aa931,Lotus,Sell,fill ,100,332,
903,aa915,Lotus,Buy ,fill ,100,332,
923,aa935,Lavender,Buy ,fill ,100,758,
912,aa924,Lavender,Sell,fill ,100,758,
924,aa936,Tulip,Buy ,fill ,100,572,
895,aa907,Tulip,Sell,fill ,100,572,
924,aa936,Tulip,Buy ,fill ,100,889,
900,aa912,Tulip,Sell,pfill,100,889,
924,aa936,Tulip,Buy ,fill ,100,930,
765,aa777,Tulip,Sell,fill ,100,930,
928,aa940,Orchid,Buy ,pfill,100,159,
914,aa926,Orchid,Sell,fill ,100,159,
930,aa942,Lotus,Buy ,pfill,100,198,
919,aa931,Lotus,Sell,fill ,100,198,
931,aa943,Tulip,Sell,pfill,100,938,
924,aa936,Tulip,Buy ,fill ,100,938,
934,aa946,Lavender,Sell,pfill,100,781,
923,aa935,Lavender,Buy ,fill ,100,781,
936,aa948,Rose,Buy ,pfill,100,692,
915,aa927,Rose,Sell,fill ,100,692,
936,aa948,Rose,Buy ,fill ,100,780,
840,aa852,Rose,Sell,pfill,100,780,
936,aa948,Rose,Buy ,fill ,100,799,
842,aa854,Rose,Sell,pfill,100,799,
936,aa948,Rose,Buy ,fill ,100,835,
890,aa902,Rose,Sell,pfill,100,835,
936,aa948,Rose,Buy ,fill ,100,840,
883,aa895,Rose,Sell,fill ,100,840,
937,aa949,Tulip,Buy ,fill ,100,507,
931,aa943,Tulip,Sell,fill ,100,507,
937,aa949,Tulip,Buy ,fill ,100,889,
900,aa912,Tulip,Sell,pfill,100,889,
938,aa950,Rose,Buy ,pfill,200,780,
840,aa852,Rose,Sell,fill ,200,780,
938,aa950,Rose,Buy ,fill ,100,835,
890,aa902,Rose,Sell,pfill,100,835,
938,aa950,Rose,Buy ,fill ,100,840,
883,aa895,Rose,Sell,fill ,100,840,
939,aa951,Tulip,Buy ,fill ,200,587,
935,aa947,Tulip,Sell,pfill,200,587,
940,aa952,Rose,Sell,pfill,100,910,
938,aa950,Rose,Buy ,fill ,100,910,
941,aa953,Lavender,Buy ,pfill,100,618,
934,aa946,Lavender,Sell,fill ,100,618,
943,aa955,Rose,Sell,New  ,100,900,
945,aa957,Orchid,Sell,fill ,100,473,
928,aa940,Orchid,Buy ,fill ,100,473,
946,aa958,Lotus,Buy ,fill ,200,624,
925,aa937,Lotus,Sell,pfill,200,624,
946,aa958,Lotus,Buy ,pfill,100,736,
932,aa944,Lotus,Sell,fill ,100,736,
948,aa960,Tulip,Sell,fill ,200,725,
939,aa951,Tulip,Buy ,fill ,200,725,
950,aa962,Lotus,Buy ,fill ,100,736,
932,aa944,Lotus,Sell,fill ,100,736,
953,aa965,Tulip,Sell,New  ,300,133,
955,aa967,Orchid,Buy ,pfill,100,233,
945,aa957,Orchid,Sell,fill ,100,233,
955,aa967,Orchid,Buy ,fill ,200,600,
947,aa959,Orchid,Sell,pfill,200,600,
955,aa967,Orchid,Buy ,fill ,200,601,
929,aa941,Orchid,Sell,fill ,200,601,
960,aa972,Tulip,Buy ,fill ,200,62,
948,aa960,Tulip,Sell,fill ,200,62,
961,aa973,Lavender,Sell,fill ,200,987,
941,aa953,Lavender,Buy ,fill ,200,987,
970,aa982,Tulip,Sell,fill ,200,726,
960,aa972,Tulip,Buy ,fill ,200,726,
971,aa983,Orchid,Sell,pfill,200,717,
955,aa967,Orchid,Buy ,fill ,200,717,
971,aa983,Orchid,Sell,fill ,100,524,
962,aa974,Orchid,Buy ,pfill,100,524,
978,aa990,Lavender,Sell,fill ,200,505,
951,aa963,Lavender,Buy ,pfill,200,505,
978,aa990,Lavender,Sell,pfill,100,463,
949,aa961,Lavender,Buy ,fill ,100,463,
978,aa990,Lavender,Sell,fill ,100,452,
921,aa933,Lavender,Buy ,pfill,100,452,
978,aa990,Lavender,Sell,fill ,100,431,
922,aa934,Lavender,Buy ,fill ,100,431,
982,aa994,Rose,Sell,pfill,100,289,
954,aa966,Rose,Buy ,fill ,100,289,
984,aa996,Lotus,Sell,pfill,100,884,
950,aa962,Lotus,Buy ,fill ,100,884,
984,aa996,Lotus,Sell,pfill,100,332,
903,aa915,Lotus,Buy ,fill ,100,332,
984,aa996,Lotus,Sell,fill ,100,171,
871,aa883,Lotus,Buy ,fill ,100,171,
984,aa996,Lotus,Sell,fill ,100,165,
959,aa971,Lotus,Buy ,pfill,100,165,
984,aa996,Lotus,Sell,fill ,100,164,
968,aa980,Lotus,Buy ,fill ,100,164,
986,aa998,Orchid,Sell,fill ,100,524,
